,Name,Network,Announced,Status,dimensions,wight,build,sim,displaytype,displaysize,displayresolution,O_S,chipset,CPU,cardslot,internal,quad,features,video_main,single,video_selfie,Loudspeaker,wlan,bluetooth,nfc,radio,usb,sensors,battery_type,price
19,Samsung Galaxy Tab S7+,GSM / HSPA / LTE / 5G,"2020, August 05","Available. Released 2020, August 21",285 x 185 x 5.7 mm (11.22 x 7.28 x 0.22 in),575 g (1.27 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,"Super AMOLED, 120Hz, HDR10+","12.4 inches, 446.1 cm2 (~84.6% screen-to-body ratio)","1752 x 2800 pixels, 16:10 ratio (~266 ppi density)","Android 10, One UI 2.5",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF
5 MP, f/2.2, 12mm (ultrawide), 1.12µm","HDR, panorama",4K@30fps,"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm",1080p@30fps,285 x 185 x 5.7 mm (11.22 x 7.28 x 0.22 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",285 x 185 x 5.7 mm (11.22 x 7.28 x 0.22 in),No,No,"USB Type-C 3.2, magnetic connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 10090 mAh, non-removable",About 900 EUR
20,Samsung Galaxy Tab S7,GSM / HSPA / LTE / 5G,"2020, August 05","Available. Released 2020, August 21",253.8 x 165.3 x 6.3 mm (9.99 x 6.51 x 0.25 in),"498 g (Wi-Fi), 500 g (LTE), 502 g (5G) (1.10 lb)","Glass front, aluminum back, aluminum frame",Nano-SIM,"LTPS IPS LCD, 120Hz, HDR10+","11.0 inches, 350.9 cm2 (~83.6% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~274 ppi density)","Android 10, One UI 2.5",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF
5 MP, f/2.2, 12mm (ultrawide), 1.12µm","HDR, panorama",4K@30fps,"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm",1080p@30fps,253.8 x 165.3 x 6.3 mm (9.99 x 6.51 x 0.25 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",253.8 x 165.3 x 6.3 mm (9.99 x 6.51 x 0.25 in),No,No,"USB Type-C 3.2, magnetic connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 8000 mAh, non-removable",About 700 EUR
21,Samsung Galaxy Z Flip 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, July 22","Available. Released 2020, August 07",Unfolded: 167.3 x 73.6 x 7.2 mm Folded: 87.4 x 73.6 x 17.3 mm,183 g (6.46 oz),"Plastic front, glass back (Gorilla Glass 6), aluminum frame","Nano-SIM, eSIM","Foldable Dynamic AMOLED, HDR10+","6.7 inches, 101.6 cm2 (~82.5% screen-to-body ratio)",1080 x 2636 pixels (~425 ppi density),"Android 10, One UI 2",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Octa-core (1x3.09 GHz Kryo 585 & 3x2.40 GHz Kryo 585 & 4x1.80 GHz Kryo 585),No,256GB 8GB RAM,"12 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm","LED flash, HDR, panorama","4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+","10 MP, f/2.4, 26mm (wide), 1.22µm",4K@30fps,Unfolded: 167.3 x 73.6 x 7.2 mm Folded: 87.4 x 73.6 x 17.3 mm,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Unfolded: 167.3 x 73.6 x 7.2 mm Folded: 87.4 x 73.6 x 17.3 mm,Yes,No,"USB Type-C 3.1, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 3300 mAh, non-removable","$ 1,249.99 / € 1,050.00 / £ 1,299.00"
22,Samsung Galaxy M31s,GSM / HSPA / LTE,"2020, July 30","Available. Released 2020, August 06",159.3 x 74.4 x 9.3 mm (6.27 x 2.93 x 0.37 in),203 g (7.16 oz),Not Found,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.5 inches, 102.0 cm2 (~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, One UI 2.5",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30fps",159.3 x 74.4 x 9.3 mm (6.27 x 2.93 x 0.37 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159.3 x 74.4 x 9.3 mm (6.27 x 2.93 x 0.37 in),Yes (market/region dependent),"FM radio, RDS, recording","USB Type-C 2.0, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 6000 mAh, non-removable","€ 279.99 / ₹ 19,499"
23,Samsung Galaxy M01s,GSM / HSPA / LTE,"2020, July 16","Available. Released 2020, July 16",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),168 g (5.93 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.1",Mediatek MT6762 Helio P22 (12 nm),Octa-core (4x2.0 GHz & 4x1.5 GHz),microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/1.8, 28mm (wide), 1/3.1"", 1.12µm, AF
2 MP, f/2.4, (depth)",LED flash,1080p@30fps,"8 MP, f/2.0",,156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 4000 mAh, non-removable","₹ 8,999"
24,Samsung Galaxy M01 Core,GSM / HSPA / LTE,"2020, July 27","Available. Released 2020, July 29",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),150 g (5.29 oz),"Plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",Android 10 (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM","8 MP, f/2.2, AF",LED flash,1080p@30fps,"5 MP, f/2.4",,141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),No,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 3000 mAh, non-removable","₹ 4,999"
25,Samsung Galaxy A01 Core,GSM / HSPA / LTE,"2020, July 21","Available. Released 2020, August 06",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),150 g (5.29 oz),"Plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",Android 10 (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM","8 MP, f/2.2, AF",LED flash,1080p@30fps,"5 MP, f/2.4",,141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),No,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 3000 mAh, non-removable",$ 89.49 / € 95.45 / £ 89.95
26,Samsung Galaxy A71 5G UW,GSM / HSPA / LTE / 5G,"2020, July 07","Available. Released 2020, July 16",162.8 x 75.7 x 8.4 mm (6.41 x 2.98 x 0.33 in),188 g (6.63 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame",Pre-installed Nano-SIM,Super AMOLED Plus ,"6.7 inches, 108.4 cm2 (~87.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2.1",Qualcomm SM7250 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),microSDXC (dedicated slot),128GB 8GB RAM,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30fps",162.8 x 75.7 x 8.4 mm (6.41 x 2.98 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",162.8 x 75.7 x 8.4 mm (6.41 x 2.98 x 0.33 in),No,No,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable",Not Found
27,Samsung Galaxy M01,GSM / HSPA / LTE,"2020, June 02","Available. Released 2020, June 02",147.5 x 70.9 x 9.8 mm (5.81 x 2.79 x 0.39 in),168 g (5.93 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"5.7 inches, 81.6 cm2 (~78.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~294 ppi density)","Android 10, One UI 2",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, AF
2 MP, f/2.4, (depth)",LED flash,1080p@30fps,"5 MP, f/2.2, 1/5"", 1.12µm",,147.5 x 70.9 x 9.8 mm (5.81 x 2.79 x 0.39 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",147.5 x 70.9 x 9.8 mm (5.81 x 2.79 x 0.39 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 4000 mAh, non-removable","₹ 7,499"
28,Samsung Galaxy A21s,GSM / HSPA / LTE,"2020, May 15","Available. Released 2020, June 02",163.7 x 75.3 x 8.9 mm (6.44 x 2.96 x 0.35 in),192 g (6.77 oz),"Glass front, plastic frame, plastic back","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.5 inches, 102.0 cm2 (~82.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, One UI 2.0",Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 3/4/6GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm",1080p@30fps,163.7 x 75.3 x 8.9 mm (6.44 x 2.96 x 0.35 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",163.7 x 75.3 x 8.9 mm (6.44 x 2.96 x 0.35 in),Yes (market/region dependent),"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","$ 174.99 / € 159.99 / £ 139.00 / ₹ 14,999"
29,Samsung Galaxy J2 Core (2020),GSM / HSPA / LTE,"2020, April 27","Available. Released 2020, April 27",143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),154 g (5.43 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",PLS IPS ,"5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 8.1 Oreo (Go edition),Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),16GB 1GB RAM,"8 MP, f/2.2, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",,143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2600 mAh, removable",€ 125.00
30,Samsung Galaxy A Quantum,GSM / HSPA / LTE / 5G,"2020, May 14","Available. Released 2020, May 22",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),185 g (6.53 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,Super AMOLED Plus ,"6.7 inches, 108.4 cm2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2","Exynos 980 (8 nm), QRNG security chipset",Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),microSDXC (dedicated slot),128GB 8GB RAM,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
12 MP, f/2.2, 12mm (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),Yes,No,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable",About 500 EUR
31,Samsung Galaxy A71 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, April 08","Available. Released 2020, June 15",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),185 g (6.53 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED Plus ,"6.7 inches, 108.4 cm2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2.1",Exynos 980 (8 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30fps",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),Yes (market dependent),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable",$ 349.95 / € 484.14 / £ 445.79
32,Samsung Galaxy A51 5G,GSM / HSPA / LTE / 5G,"2020, April 08","Available. Released 2020, April 29",158.9 x 73.6 x 8.7 mm (6.26 x 2.90 x 0.34 in),187 g (6.60 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.5 inches, 102.0 cm2 (~87.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, One UI 2",Exynos 980 (8 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/120fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30fps",158.9 x 73.6 x 8.7 mm (6.26 x 2.90 x 0.34 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",158.9 x 73.6 x 8.7 mm (6.26 x 2.90 x 0.34 in),Yes,"FM radio, RDS, recording","USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable",$ 359.99 / € 380.78 / £ 351.58
33,Samsung Galaxy A21,GSM / CDMA / HSPA / EVDO / LTE,"2020, April 08","Available. Released 2020, June 26",167.8 x 76.7 x 8.1 mm (6.61 x 3.02 x 0.32 in),193 g (6.81 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",IPS LCD ,"6.5 inches, 102.0 cm2 (~79.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, One UI 2.0",Not Found,Octa-core (4x2.3 GHz & 4x1.8 GHz),microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, f/1.8, (wide), 1/3.06"", 1.0µm, PDAF
8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, (wide)",1080p@30fps,167.8 x 76.7 x 8.1 mm (6.61 x 3.02 x 0.32 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",167.8 x 76.7 x 8.1 mm (6.61 x 3.02 x 0.32 in),Yes (market/region dependent),FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",$ 129.99 / € 179.00
34,Samsung Galaxy Tab A 8.4 (2020),GSM / HSPA / LTE,"2020, March 25","Available. Released 2020, March 25",202 x 125.2 x 7.1 mm (7.95 x 4.93 x 0.28 in),309 g (10.90 oz),Not Found,Nano-SIM,TFT ,"8.4 inches, 204.6 cm2 (~80.9% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~270 ppi density)",Android 10,Not Found,Octa-core 1.8 GHz,microSDXC (dedicated slot),32GB 3GB RAM,"8 MP, AF",Not Found,1080p@30fps,5 MP,,202 x 125.2 x 7.1 mm (7.95 x 4.93 x 0.28 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",202 x 125.2 x 7.1 mm (7.95 x 4.93 x 0.28 in),No,No,USB Type-C 2.0,Accelerometer,"Li-Po 5000 mAh, non-removable",About 240 EUR
35,Samsung Galaxy Tab S6 Lite,GSM / HSPA / LTE,"2020, April 02","Available. Released 2020, May 16",244.5 x 154.3 x 7 mm (9.63 x 6.07 x 0.28 in),467 g (1.03 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,TFT ,"10.4 inches, 307.9 cm2 (~81.6% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","Android 10, One UI 2",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","8 MP, (wide), 1/4.0"", 1.12µm","HDR, panorama",1080p@30fps,5 MP,1080p@30fps,244.5 x 154.3 x 7 mm (9.63 x 6.07 x 0.28 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",244.5 x 154.3 x 7 mm (9.63 x 6.07 x 0.28 in),No,No,USB Type-C,"Accelerometer, proximity, gyro","Li-Po 7040 mAh, non-removable",About 380 EUR
36,Samsung Galaxy M11,GSM / HSPA / LTE,"2020, March 30","Available. Released 2020, May 4",161.4 x 76.3 x 9 mm (6.35 x 3.00 x 0.35 in),197 g (6.95 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.4 inches, 100.5 cm2 (~81.6% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Android 10, One UI 2.0",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/1.8, 27mm (wide), 1/3.1"", 1.12µm, PDAF
5 MP, f/2.2, 14mm (ultrawide)
2 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,161.4 x 76.3 x 9 mm (6.35 x 3.00 x 0.35 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",161.4 x 76.3 x 9 mm (6.35 x 3.00 x 0.35 in),No,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 5000 mAh, non-removable","€ 139.99 / £ 169.99 / ₹ 9,999"
37,Samsung Galaxy A31,GSM / HSPA / LTE,"2020, March 24","Available. Released 2020, April 27",159.3 x 73.1 x 8.6 mm (6.27 x 2.88 x 0.34 in),185 g (6.53 oz),Not Found,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 98.9 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, One UI 2.5",Mediatek MT6768 Helio P65 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"20 MP, f/2.2, (wide)",1080p@30fps,159.3 x 73.1 x 8.6 mm (6.27 x 2.88 x 0.34 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159.3 x 73.1 x 8.6 mm (6.27 x 2.88 x 0.34 in),Yes (market/region dependent),"FM radio, RDS, recording","USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","$ 213.00 / € 217.24 / £ 179.99 / ₹ 18,999"
38,Samsung Galaxy A41,GSM / HSPA / LTE,"2020, March 18","Available. Released 2020, May 22",149.9 x 69.8 x 7.9 mm (5.90 x 2.75 x 0.31 in),152 g (5.36 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.1 inches, 89.8 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~431 ppi density)","Android 10, One UI 2",Mediatek MT6768 Helio P65 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),microSDXC (dedicated slot),64GB 4GB RAM,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.2, 25mm (wide), 1/2.8"", 0.9µm",1080p@30fps,149.9 x 69.8 x 7.9 mm (5.90 x 2.75 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",149.9 x 69.8 x 7.9 mm (5.90 x 2.75 x 0.31 in),Yes,"FM radio, recording",USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",$ 250.67 / € 217.90 / £ 207.15
39,Samsung Galaxy M21,GSM / HSPA / LTE,"2020, March 18","Available. Released 2020, March 23",159 x 75.1 x 8.9 mm (6.26 x 2.96 x 0.35 in),188 g (6.63 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, 420 nits (typ)","6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 10, One UI 2.5",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","20 MP, f/2.0, 26mm (wide)",1080p@30fps,159 x 75.1 x 8.9 mm (6.26 x 2.96 x 0.35 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159 x 75.1 x 8.9 mm (6.26 x 2.96 x 0.35 in),No,"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 6000 mAh, non-removable","$ 250.99 / € 189.99 / £ 228.33 / ₹ 13,999"
